Max Schmid of Grain,Max Misorientation,Shared Surface Area,Grain Size of Grain,m-prime,Sphericity of Grain,Delta Max Schmid,Delta Grain Size,Number of Neighbors,Number of High Neighbor Schmids,Number of High Grain Schmids,Delta Number of Schmids,Average Schmid Factor of Grain,Schmid Dominance Factor in Grain,Schmid Variance in Grain,FIP
0.4618772426641376,0.8791540396520542,216.0,6912,-0.47840592319466074,0.35308477,-0.02557442710580815,1944,2,2.3333333333333335,4,1.6666666666666667,0.26147719329374586,0.01650069589259845,0.023820209912387584,0.0060119445245301
0.4741914403994029,1.0279157585681669,468.0,5184,0.03447580201067592,0.33251008,-0.02390159821796939,88992,5,2.0,3,1.0,0.26475978645253656,0.03843524105258006,0.0222536528609383,0.0069786160570096
0.4111813857315543,1.0434483772975767,180.0,27864,0.33551387019116,0.020967375,0.013233774169629453,-20304,3,1.5,4,2.5,0.13805678187315443,0.0019434187283948745,0.039818005326666135,0.0084835627946213
0.44619006765817815,0.9146693159822418,432.0,23112,-0.13857462164411102,0.52257574,0.05094464370565993,68688,2,2.272727272727273,1,-1.2727272727272727,0.17467862222484717,0.04619557230083354,0.021120826007884123,0.0075210169892601
0.3471181948335347,1.0360027763536195,1728.0,42768,0.750449092452373,0.01844589,0.14244639914087392,-14040,3,2.1818181818181817,0,-2.1818181818181817,0.16075719600676847,0.03474081607917073,0.014899426563508865,0.007206976220556
0.42222893202753525,1.0232103755006599,36.0,26784,-0.25039244620080847,0.017985137,0.006276474555043043,-7560,3,2.0714285714285716,1,-1.0714285714285714,0.177448171064036,0.06340555155627414,0.01606682040934061,0.0074125362747463
0.4852586851485397,0.98918502785415,396.0,42336,-0.1188763101186377,0.021582454,-0.017095059946530045,-36288,1,2.142857142857143,2,-0.14285714285714285,0.20376868808372595,0.07795017371162799,0.021481083382249,0.0076360515826965
0.46816362520200966,1.0188815147709949,252.0,6048,0.13785343351161017,0.35318017,0.019905971510052023,33696,3,2.2,2,-0.2,0.24097515529203814,0.04884459842010386,0.0206482049694739,0.0049741799606956
0.4549382979398588,1.0093633080541327,180.0,21600,-0.1532019096732541,0.54505283,0.04433658606042895,101304,2,2.0,2,0.0,0.17047199745652308,0.048683917658831344,0.026066622066056533,0.0067293001056565
0.4880695967120617,1.020109343320601,144.0,39744,0.016280317824800102,0.62914395,-0.023737696859836066,-33696,2,2.25,2,-0.25,0.21932546391970717,0.026296708856154205,0.019858088652404633,0.0063785553376722
0.4656641692841151,1.0141344924188467,1332.0,45576,-0.12576001000519407,0.031051235,0.031470542079722996,46224,3,2.142857142857143,3,0.8571428571428571,0.2606652053747853,0.025425107050275286,0.023064059468183858,0.0074016500540602
0.4417277140625552,0.883128390303352,108.0,6480,-0.772521333431214,0.45413071,-0.03054632833100085,21384,3,2.2,2,-0.2,0.17352481719423365,0.03816688292609283,0.020851308279774248,0.0042625978083164
0.4815002521877819,0.9781831646509757,108.0,25704,-0.06606180810271822,0.43389949,-0.027299214863413745,-20304,3,1.6428571428571428,3,1.3571428571428572,0.25492929331528474,0.05141041373484667,0.01999764565853566,0.0079136053750596
0.4542010373243682,1.0126634000021364,828.0,5400,-0.17456281515972993,0.26899594,0.022098446002937144,18792,2,2.0,1,-1.0,0.19775533283749802,0.08830856442007395,0.021767924600917973,0.0071896101739583
0.4701218512516572,1.0337954660164042,36.0,17496,-0.6921145560560724,0.5155946,-0.04161644466907888,1728,4,2.090909090909091,4,1.9090909090909092,0.2776912741427402,0.017373457280565663,0.025325829445312142,0.0063652626633924
0.4626241619211161,0.8489547591273202,432.0,5184,-0.7312213923227661,0.37335235,0.03662975407816982,49680,3,1.6,1,-0.6,0.177966690888967,0.07774343675647594,0.02342645832873533,0.0077113355796788
0.4894943877314847,0.9848748347824796,1116.0,14688,0.32945922787078097,0.51719588,-0.00764598616617701,30024,2,2.2857142857142856,2,-0.2857142857142857,0.254474839995841,0.048977629160218195,0.018858533249007433,0.0069839903136611
0.4285054065825783,1.0483654117532093,324.0,19224,-0.036602695690609505,0.49972463,0.03975445270970768,-6480,2,2.076923076923077,2,-0.07692307692307693,0.2023163800907671,0.00940322431610735,0.023109486360202575,0.0061102515858326
0.3779585321802563,0.9614983332288604,648.0,49680,-0.02110166526622266,0.034021068,0.09256115818530758,-25056,2,1.9,0,-1.9,0.17114560469486884,0.039305748765011306,0.015442036395361887,0.005167560731273
0.4303643421501268,0.8935946583653734,756.0,7776,-0.1621377365083383,0.46263075,0.031030305579237083,50328,4,2.0,1,-1.0,0.17547207125105105,0.04551063835999841,0.017504634693221492,0.0051878197445564
0.468710519650627,1.0412304067722717,216.0,97200,0.40684909197276775,0.70097876,-0.04020511306804869,-77976,1,1.8,3,1.2,0.2443022717380181,0.046177330704524955,0.020808980214435113,0.0084968457853472
0.41560899038791554,1.0526119735444466,612.0,56808,0.1604525733198159,0.61576664,0.08364492561137038,-1944,4,2.0,2,0.0,0.16920027239864868,0.013042484408792132,0.018451109706516845,0.0111403300953033
0.4836761369364929,0.918929944306122,108.0,20952,0.15409529278650594,0.45583919,-0.105692845163115,-4104,2,1.8888888888888888,2,0.1111111111111111,0.2430858664076202,0.06473962954583495,0.01904203706340345,0.0091802734055649
0.4704299329204654,1.0711600840588464,432.0,11880,-0.04601541602701813,0.39682004,-0.07618094860951075,45792,4,1.625,3,1.375,0.2548402165152733,0.04044153581109228,0.02156090069921645,0.0065097613467126
0.4829574081452599,0.9227749972823516,36.0,14904,0.007231910169331054,0.0098334765,-0.05194258127769308,74520,3,2.1,3,0.9,0.2573132399084189,0.048021319356189196,0.0199961180664147,0.0063423768813357
0.40008629333775086,0.8457285135124096,540.0,14256,0.238623527181691,0.53092426,0.07034363958271456,-2376,4,1.7142857142857142,1,-0.7142857142857143,0.16807042445305131,0.015657831831955182,0.016365562050640207,0.0067630619710696
0.4457348191600673,0.8159524894766009,396.0,5184,-0.03604518131758719,0.26290649,0.05354006484022045,117720,3,1.6,2,0.4,0.22575155754057522,0.012877647413322313,0.022204148153127323,0.0063857211860474
0.4552528185788011,0.9097087744252469,180.0,28728,-0.14470282930783315,0.016449003,0.015266871786762781,-4104,1,1.8888888888888888,1,-0.8888888888888888,0.17443327160255664,0.05606697445425224,0.02345023600206233,0.0100647037051798
0.465724082210302,1.038109519876148,108.0,8208,-0.6020828385812861,0.4629446,-0.09720129507672653,27432,3,2.5,4,1.5,0.27730360227715917,0.017452074156665665,0.026240982216129586,0.0068137353701318
0.3931428388154479,0.7821087495388683,72.0,14256,0.8177543171819489,0.0086652739,0.028188998756042194,68904,3,2.3333333333333335,0,-2.3333333333333335,0.1728927894868901,0.05906381188971588,0.014814590883123015,0.0078869911374026
0.4759801712465784,0.8482590958529632,72.0,6912,0.5404444338255865,0.35305217,-0.04561901946032909,18576,2,2.3333333333333335,3,0.6666666666666666,0.2547747960516773,0.05225382418906965,0.020759270056853615,0.0100435208435897
0.4213318375714901,1.0050395730114188,108.0,83160,-0.3508697753544462,0.031961087,-0.1037618974855748,-76680,2,1.5555555555555556,4,2.4444444444444446,0.2759378550890374,0.0008583940985193439,0.03763695363238741,0.0082780726863566
0.4695551660188318,0.9937636885568705,720.0,35208,-0.3328449725560895,0.027194949,0.006744317308473524,-11016,2,1.6363636363636365,3,1.3636363636363635,0.24760867901910322,0.04471851071024541,0.020965695399760047,0.0092188125998032
0.38675213866871105,1.018832172825131,216.0,21600,0.17022345987859455,0.019089978,0.11250177733057487,33264,2,2.25,0,-2.25,0.16813278035280652,0.03040874245688646,0.014701933391181324,0.0086709457162957
0.468710519650627,0.8955320277997946,144.0,5184,0.7975196819629831,0.2503489,0.004371091489639656,-432,4,1.1428571428571428,3,1.8571428571428572,0.2443022717380181,0.046177330704524955,0.020808980214435113,0.0066139198005976
0.43630281555832945,0.9106396728149921,540.0,8856,0.00442895393202677,0.0064921542,0.06083189580550863,82944,3,2.3333333333333335,2,-0.3333333333333333,0.1680274735513967,0.015147654813879252,0.023736524732755285,0.0066462521354865
0.49956717461482586,0.9754798105227955,36.0,7992,0.5945610853403591,0.02854822,-0.004594657040237926,44712,4,1.5,2,0.5,0.25745029611434733,0.02540546478302974,0.01714706050951633,0.0096208417167118
0.46753706127832667,0.9961210955958918,36.0,11448,0.9119819802249108,0.46314555,0.02053253543373501,28296,2,2.25,1,-1.25,0.18144991507562025,0.0987951162007536,0.023578217852957536,0.0078731712408103
0.43681160721381784,0.972599743482514,36.0,4752,0.8653088381959563,0.25729659,0.02155209363596111,648,2,2.0,2,0.0,0.16236202067575245,0.007764365237144355,0.02833785688594666,0.0048032713762551
0.4303611517862493,0.9845044512701776,288.0,25488,-0.019795857529336724,0.022998944,0.03820831911057171,-20088,0,2.3333333333333335,2,-0.3333333333333333,0.17004928016891172,0.017675927376735068,0.020869571928166648,0.0086562591193834
0.49927488400028774,1.0093633080541327,180.0,122904,-0.3790858215726998,0.65616107,-0.04433658606042895,-101304,3,1.8888888888888888,2,0.1111111111111111,0.24466148439277438,0.02980455090273737,0.017124184539966503,0.011581773645211
0.43651298639862673,1.026605155751705,2124.0,126576,-0.0569536709850136,0.0021023997,0.0584595311759612,-73872,3,2.0,2,0.0,0.1737499932359169,0.036483274500510976,0.019588925563118278,0.0094829127361136
0.4569266461319863,1.0203031475745281,144.0,55296,-0.37483546464932466,0.58865827,-0.018410310359614934,-36936,1,2.0555555555555554,4,1.9444444444444444,0.28131295950611657,0.00729054439447735,0.02927799568462341,0.0087204626933503
0.3942489843109547,1.0711600840588464,432.0,57672,-0.016029342602905117,0.5552876,0.07618094860951075,-45792,2,2.0714285714285716,0,-2.0714285714285716,0.1697725427917912,0.03323772621421073,0.014863550672670754,0.0103179252697857
0.468569470896821,0.9845044512701774,288.0,5400,-0.0791818338801193,0.33897731,-0.03820831911057171,20088,3,2.0,2,0.0,0.22994026453415328,0.06663612768885624,0.02016164693867794,0.0067746386695249
0.4441880107087699,0.8218099346228556,36.0,7344,0.2092136067733204,0.25858927,-0.07566522357519445,28296,3,1.5714285714285714,2,0.42857142857142855,0.1635774973802198,0.02349882591961633,0.02875480300101214,0.0094552495031602
0.49497251757458793,1.026605155751705,2124.0,52704,0.07627789804720878,0.046294339,-0.0584595311759612,73872,4,1.8571428571428572,2,0.14285714285714285,0.236653623089735,0.020976235261011444,0.017638737097938593,0.0064785099881465
0.4771058993049809,1.0220697127279068,72.0,74304,0.39758749992344405,0.026041305,-0.0008064159776755564,-50112,2,2.142857142857143,3,0.8571428571428571,0.25308270771869207,0.054388162565204234,0.020444466338618673,0.0086771223140513
0.49720278018921227,0.9925303538473629,108.0,40824,-0.20943065975725939,0.023756083,-0.06185760629382536,-8640,2,2.4444444444444446,2,-0.4444444444444444,0.26459233104544744,0.024605545653269223,0.018001970724774382,0.0089531178477115
0.3412479828969617,0.9020857702296711,324.0,6912,-0.0006519768237934089,0.4572424,0.08976684397060514,82512,3,1.6666666666666667,0,-1.6666666666666667,0.15513031508314576,0.005342799807040277,0.015930357747857223,0.0055622207730773
0.4244151599011838,1.0434483772975767,180.0,7560,-0.271398787492224,0.41589081,-0.013233774169629453,20304,4,3.0,2,-1.0,0.14867139380504754,0.007908187214113627,0.03670667958722703,0.0074118053079757
0.4971347113638381,1.0317140316165891,2088.0,91800,-0.18212670600014258,0.075548381,-0.06611988449627126,-2376,3,2.130434782608696,2,-0.13043478260869565,0.2605000115278314,0.032756786940124794,0.017938711512056456,0.0081590401991808
0.4744876695952977,0.9990846711972132,288.0,34128,-0.20167939508537958,0.012544225,0.013581927116763981,5616,2,2.3,3,0.7,0.27075551372716716,0.029427545990672987,0.023141316885799967,0.0064382774377941
0.4754297007635797,0.9900265978686668,684.0,22032,0.3583737466640353,0.53384817,-0.05320076873604446,4752,1,1.8888888888888888,3,1.1111111111111112,0.2694535244303745,0.031481995694115084,0.0227498578605843,0.0077082263646949
0.4517868018433735,0.9882815523136286,468.0,11880,0.09489434357861744,0.0094179679,0.02451268148393182,12312,2,1.8333333333333333,1,-0.8333333333333334,0.18137645322257825,0.08405495990826606,0.019784449982081925,0.0103300494126566
0.48933611009168715,0.8996105268213405,468.0,16848,-0.20756436849178792,0.00019808185,-0.014848440496389448,17280,1,2.0,2,0.0,0.23403480420412456,0.06920590161193163,0.01847879635069686,0.0061724661570184
0.4755570890265581,0.9821904601402519,504.0,23544,0.23838319457257537,0.022795642,-0.08880495035784702,-1944,2,1.5,1,-0.5,0.22719051842762794,0.08417510019420593,0.019577286486302713,0.0073554357541336
0.43280896016832526,0.966758751829599,576.0,25704,-0.6907132144386308,0.63673437,0.03285520911578982,19872,3,2.3636363636363638,2,-0.36363636363636365,0.21026240911616975,0.006157412312646826,0.0228643707965783,0.0101294592246748
0.4064886479998926,1.0499250502898647,180.0,137808,-0.0315638121015789,0.0080866469,0.027820101023028454,-130032,2,2.2,1,-1.2,0.16910452168940082,0.017185868275612526,0.0168064628630214,0.0094081870807078
0.4459954190900618,1.05129012249773,1368.0,71064,0.10810205675454321,0.025652772,0.05120736109915047,-30240,2,1.8333333333333333,1,-0.8333333333333334,0.1803102502262002,0.07561304231618221,0.018830150614070167,0.0089976957875888
0.4827291973694495,0.9834334829904577,1260.0,26352,-0.6827507549091231,0.023272274,-0.1047706651891932,23328,3,1.9,3,1.1,0.2685527774743816,0.032236629985661625,0.021265856910290464,0.0090199438002132
0.46976991861722955,0.9517658569519131,72.0,92664,-3.059252146079675e-05,0.054564808,-0.12852193572026788,-85752,2,1.6666666666666667,4,2.3333333333333335,0.2775783752881991,0.017550932207924863,0.02538364999597612,0.007482546932504
0.38606344580953894,1.0170140710047684,720.0,91152,-0.40773431184402015,0.11935448,0.11113933437967333,-50328,5,2.4285714285714284,0,-2.4285714285714284,0.16577731526276057,0.014753354938984886,0.015572537662004058,0.0092812836913605
0.4909622797404514,0.9699168642129312,1728.0,69120,0.3862213753615126,0.54056221,-0.10421014107174037,-47520,0,2.0,2,0.0,0.2741838443299696,0.006956994769895808,0.019322115390663735,0.0091024840862097
0.41610780469413805,1.02518366867008,144.0,83808,0.26792350505666307,0.027464828,0.00830735520704573,-76248,2,1.7727272727272727,4,2.227272727272727,0.14385224970854546,0.0003803206891526689,0.038120250407538234,0.0074709820014976
0.4753739052035037,1.026937645205573,72.0,9720,-0.024026509110920042,0.44538307,-0.029639086043436402,-4536,2,2.2857142857142856,1,-1.2857142857142858,0.2319905290741724,0.07938928669366635,0.019597554543002153,0.0075191563398904
0.47310048153853895,1.0438705050110302,252.0,40176,-0.7778363750873856,0.5022738,0.01639390619294573,-25488,4,2.0,1,-1.0,0.18079812879832882,0.08622654110296402,0.025825330404570194,0.0081920495190135
0.4741733017502814,1.0114292859574108,144.0,6480,-0.04071474376297558,0.40031898,-0.03896021725877491,27864,4,2.125,2,-0.125,0.18337888514498143,0.0720033917672307,0.025889301428161808,0.0059624256268736
0.4944691710033223,1.0454222805204383,612.0,57024,-0.0529692194580455,0.020680431,-0.08152470616754592,-19008,3,1.95,2,0.05,0.22389813633587652,0.05593087603022118,0.018917709439132274,0.0103021856043979
0.3062037493782073,1.0741004588367384,1332.0,136512,0.251140277008495,0.00043950771,0.1720628688422859,-54000,2,1.5517241379310345,0,-1.5517241379310345,0.14648848271788195,0.006013397133770804,0.017399705452906658,0.0067842253290436
0.4327024195027314,0.967465894369913,252.0,76032,0.24747742949707985,0.16535313,-0.02478443234378691,-47952,3,1.6875,1,-0.6875,0.18311316845807704,0.09243343154594891,0.019261487042460234,0.0100250651740756
0.4973739628402034,1.0372173670941705,504.0,5400,0.7573380045838152,0.28454396,-0.08409071644799909,41688,1,1.8,2,0.2,0.24085062806816326,0.05106929693186513,0.017661794019643077,0.0099218505324502
0.3801356062793721,1.0389568832676517,756.0,78192,-0.0026087993788357104,0.030987674,0.10607938535071182,38016,3,1.65,0,-1.65,0.1667801692485915,0.029196026994332436,0.014591982372150297,0.0072001399751543
0.40908386702319927,1.0394442992390853,360.0,85752,0.9081143582594593,0.64482862,0.08588202711168991,-49896,3,1.4285714285714286,1,-0.42857142857142855,0.1727330513481118,0.03926953312695286,0.015482387706042471,0.0094142028105449
0.4701279985069683,0.9933254000402033,288.0,42120,0.5172915086969313,0.61072981,0.02751592971497513,-25704,3,1.2142857142857142,2,0.7857142857142857,0.1801990183476929,0.0597937226343378,0.027125939157900337,0.0074885858954607
0.4964732290071563,0.9941790785212556,36.0,50328,0.218344858486359,0.018452406,-0.12410050690248436,-36072,3,1.7058823529411764,2,0.29411764705882354,0.23843614915215716,0.024080662534110342,0.01748209389256481,0.010613517516045
0.44391160638052657,1.0285841113883365,36.0,4536,0.512348976638439,0.2535525,-0.007014579286354461,42336,6,2.142857142857143,2,-0.14285714285714285,0.1678072013614809,0.02504920571673208,0.025511515629263348,0.0066151534551729
0.4238291433838678,0.9424242842584301,252.0,41472,0.03366061073108589,0.60266924,0.062385848246216125,74736,4,1.8666666666666667,2,0.13333333333333333,0.1923393247646289,0.016303258514762775,0.02349887836829069,0.010189318559013
0.3920688948285481,0.8952391783339931,468.0,5832,-0.7672751078431526,0.3112129,0.06375501313382792,56592,1,2.3333333333333335,0,-2.3333333333333335,0.1746019816568847,0.05224464025945935,0.015876305536035754,0.0042337007300338
0.4706260105271432,0.9527929457704514,468.0,24192,0.008400350470285135,0.5394935,-0.009156344812235928,7128,4,1.625,1,-0.625,0.18666670220998613,0.10989691778174426,0.02335299204226722,0.0102983298874108
0.45348544725450984,0.9435945858058791,756.0,6480,-0.022667800490762433,0.33297187,-0.044061884517250405,28944,2,1.75,4,2.25,0.26891554118395344,0.0007926250267225043,0.026849929880367496,0.0068401945014494
0.48144816717083316,1.0191856048267192,72.0,10368,0.25588324111790234,0.49542332,-0.01997850145592589,20952,2,1.8333333333333333,2,0.16666666666666666,0.22281312239736795,0.00394735880278696,0.019421207248955186,0.0082544078930879
0.4949658941348892,1.0394442992390853,360.0,35856,-0.15442420464530557,0.57507801,-0.08588202711168991,49896,2,1.3125,2,0.6875,0.26990052153292987,0.016004909103990883,0.0185634536240852,0.0104017543897805
0.40942356273725944,0.9435945858058791,756.0,35424,-0.01581034698179463,0.49144021,0.044061884517250405,-28944,2,1.5294117647058822,1,-0.5294117647058824,0.1699921135836202,0.0207374567652045,0.01676933700601922,0.0076379830875455
0.4903890649318774,1.0298090752842735,144.0,12960,0.4252458493757803,0.034435332,-0.06163597803648252,93096,0,1.25,2,0.75,0.21427623321369813,0.05093892808457884,0.020348471086200397,0.0108420100048179
0.47269174451283424,0.8204729133619836,1188.0,7128,-0.35545461788636223,0.41089305,-0.04131408883355259,32400,1,1.8,1,-0.8,0.22505865653622195,0.08725902926316204,0.019803761841851866,0.0053873879539929
0.44542618428213226,0.9616085501468282,1584.0,72360,-0.20641511972635446,0.029639056,-0.01021309979062579,-38016,2,1.8421052631578947,4,2.1578947368421053,0.28171826683892626,9.668944269408675e-05,0.03214265054537696,0.0115238877280764
0.4961115996448432,0.9212844199786491,288.0,9504,-0.031224090539493862,0.48229423,-0.05443149617842935,432,2,1.4545454545454546,2,0.5454545454545454,0.2286064084132593,0.05001046047355612,0.01842008793710782,0.0111883619887325
